Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
DevCollab - Hubot,3/9/2017,3:00:00 PM,3/9/2017,4:00:00 PM,FALSE,FALSE,3/9/2017,2:45:00 PM,Allen Biehle,SIST-DevCollab,Liudmil Petrov;James Kinneavy;Jeff Pignataro;Mark Norstedt;Joe Sabado;Stefan Chankov;Logan D Franken;Adriana Roman;Keith Jakobs;Joseph Chanson;Seth Northrop;Steven Maglio,,,,"Reserving the SIST Conference room. 
====
Hi Folks,


This is my first attempt at doing a devcollab session. What’s the topic? 

Well, a handful of folks have taken a strong interest in chat bots and the concept of ChatOps. James, for example, demoed a wonderful session on Microsoft’s bot framework and their natural language processing platform. James’ demo, which included the ability to request (in natural language) information about items in a database was impressive. That said, even though the demo was impressive, it was clear that Microsoft’s platform (currently in technology preview) is still undergoing some growing pains. Is there a chat bot framework out there that is already mature? yes! Hubot.

In this devcollab session, I’ll take a look at hubot - the chat bot framework made available by the staff that work at GitHub. I’ll go over the architecture, what advantages it brings, and also go into a high-level overview of how scripts are created and more. I’m planning to have a demo of creating a new script to show a bit under the hood, but I also want to temper expectations a bit. The aim of this session will be to share basic to intermediate knowledge – not to show off. Certainly, I’m a bit reluctant to show my own ugly code :). 

Anyway, I’m hoping that folks that join in the call will take steps after to follow-up on the knowledge learned. I’d love to be able to join a brainstorming session with a handful of others after this session to innovate on existing processes or improve on functionality.


Best,


Allen

======
Hi there, 

Allen Biehle is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/690789578

Or iPhone one-tap (US Toll):  +14086380968,690789578# or +16465588656,690789578#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 690 789 578
    International numbers available: https://ucsb.zoom.us/zoomconference?m=8wTZuq20keKhyk89F0HvPtriWHL_hEVN

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 690 789 578

    SIP: 690789578@zoomcrc.com <mailto:690789578@zoomcrc.com> 


",https://ucsb.zoom.us/j/690789578 SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,1
IT cloud,4/13/2017,1:30:00 PM,4/13/2017,2:00:00 PM,FALSE,FALSE,4/13/2017,1:15:00 PM,Ann Crawford,,,,,,"
Please join us for an afternoon of an exclusive IT presentation with one of our industry leaders on April 13th at 1:30PM at the Pavilion in the new UCSB Club. 
 
This is a free event, but there is limited seating, so I'll need people to reserve a spot through Evenbrite:
https://www.eventbrite.com/e/ucsb-it-presentation-backup-and-cloud-archive-featuring-rawlinson-rivera-tickets-32518551864 <https://www.google.com/url?q=https%3A%2F%2Fwww.eventbrite.com%2Fe%2Fucsb-it-presentation-backup-and-cloud-archive-featuring-rawlinson-rivera-tickets-32518551864&sa=D&sntz=1&usg=AFQjCNENkaIG5DTI7DsKt3LDTMx_zAEW3w> 
There is no charge, just click Register and fill in your info. 
--
Rawlinson Rivera will be presenting on Cohesity. Cohesity is a product that both extends secondary storage to the cloud and is a backup solution that archives backups to the cloud solution of your choice. There are other inviting features of Cohesity but I'll leave that to the sales guys.
Rawlinson has just come from VMware and will have lots of insight into the state of hybrid clouds, secondary storage, and leveraging the cloud in IT today. 
This is a great opportunity for us to ask questions about anything virtual and cloud based. This isn't just about one solution, this is a chance for us to get together and discuss and learn. 
Please let me know if you have any questions
 
Cheers!
Mike Franklin
805-893-5555
 
",Pavilion in the new UCSB Club. ,,Normal,FALSE,Normal,2
schedule task power shell tesing ,3/8/2017,11:00:00 AM,3/8/2017,12:00:00 PM,FALSE,FALSE,3/8/2017,10:45:00 AM,Ann Crawford,Robert Dolin,,,,,"PS – version 5.0
1.       Call in task scheduler with one parm
2.       Copies from \\sa8 <file://sa8>  to \\sa139 <file://sa139> 
3.       Calls Ellucian exe to load
4.       Renames \\sa8 <file://sa8>  file with datestamp
5.       Adds results to log file in sa8.
 
 
Testing 
1.       With all 3 parms J1, F1, TIPP
2.       When files do not exits
 
 
 
", Bob's feel free to reschedule ,,Normal,FALSE,Normal,2
schedule task power shell,3/9/2017,1:00:00 PM,3/9/2017,2:00:00 PM,FALSE,FALSE,3/9/2017,12:45:00 PM,Ann Crawford,Robert Dolin,,,,,"PS – version 5.0
1.       Call in task scheduler with one parm
2.       Copies from \\sa8 <file://sa8>  to \\sa139 <file://sa139> 
3.       Calls Ellucian exe to load
4.       Renames \\sa8 <file://sa8>  file with datestamp
5.       Adds results to log file in sa8.
 
 
Testing 
1.       With all 3 parms J1, F1, TIPP
2.       When files do not exits
 
",Bobs - feel free to reschedule ,,Normal,FALSE,Normal,2
powershell scheduled task testing ,3/10/2017,1:00:00 PM,3/10/2017,2:00:00 PM,FALSE,FALSE,3/10/2017,12:45:00 PM,Ann Crawford,Robert Dolin,,,,,"PS – version 5.0
1.       Call in task scheduler with one parm
2.       Copies from \\sa8 <file://sa8>  to \\sa139 <file://sa139> 
3.       Calls Ellucian exe to load
4.       Renames \\sa8 <file://sa8>  file with datestamp
5.       Adds results to log file in sa8.
 
 
Testing 
1.       With all 3 parms J1, F1, TIPP
2.       When files do not exits
 
",Bobs,,Normal,FALSE,Normal,2
"Raj Chetty,  - mobility and big data",3/9/2017,2:30:00 PM,3/9/2017,4:30:00 PM,FALSE,FALSE,3/9/2017,2:15:00 PM,Ann Crawford,,,,,," 
 
 
Raj Chetty, a professor of economics at Stanford University, will address these and other questions when he gives the 58th Annual Carl Snyder Memorial Lecture at 3:30 p.m. Thursday, March 9, in the Loma Pelona Center at UCSB.
The free lecture will follow a reception at 3 p.m. Because seating is limited, reservations are recommended, and can be made by contacting Anne Ellis in the Department of Economics at anne.ellis@ucsb.edu.
Questions about the Carl Snyder lecture can be directed to 893-3569.
 
",Loma Pelona Center ,,Normal,FALSE,Normal,2
zoo,3/11/2017,3:00:00 PM,3/11/2017,4:00:00 PM,FALSE,FALSE,3/11/2017,2:45:00 PM,Ann Crawford,,,,,,":       The Zoo is Coming
            March 11
            3:00 pm
            Corwin Pavilion
 
",corwin,,Normal,FALSE,Normal,2
"Portal Implementation - Timing, steps, etc.",3/9/2017,2:00:00 PM,3/9/2017,2:30:00 PM,FALSE,FALSE,3/9/2017,1:45:00 PM,Pam Layton,Kerry Trimble;Ann Crawford;Robert Dolin;Richard Wilson,,,,,"Let’s talk about the who, what and when for the March 16th Portal implementation.  

Hi there, 

Pamela Layton is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/147655817

Or iPhone one-tap (US Toll):  +16465588656,147655817# or +14086380968,147655817#

Or Telephone:
    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)
    Meeting ID: 147 655 817
    International numbers available: https://ucsb.zoom.us/zoomconference?m=TiyvtLmP6TDxighaiPmhDJhGPxDFBn_u

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 147 655 817

    SIP: 147655817@zoomcrc.com <mailto:147655817@zoomcrc.com> 


",https://ucsb.zoom.us/j/147655817,,Normal,FALSE,Normal,2
DS Team Meeting Replacement,3/9/2017,10:00:00 AM,3/9/2017,11:00:00 AM,FALSE,FALSE,3/9/2017,9:45:00 AM,Adam Sottosanti,SIST-DB,,,,,"Use this one.  

 

 

 

Hi there, 

 

Adam Sottosanti is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/586666327 <https://ucsb.zoom.us/j/586666327> 

 

Or iPhone one-tap (US Toll):  +16465588656,586666327# or +14086380968,586666327#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 586 666 327

    International numbers available: https://ucsb.zoom.us/zoomconference?m=DL_NQbV2jFafUaT2Gv5DELNB2ieUiEdp <https://ucsb.zoom.us/zoomconference?m=DL_NQbV2jFafUaT2Gv5DELNB2ieUiEdp> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 586 666 327

 

    SIP: 586666327@zoomcrc.com <mailto:586666327@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/586666327,,Normal,FALSE,Normal,1
for an IT Forum in ,3/22/2017,2:30:00 PM,3/22/2017,3:00:00 PM,FALSE,FALSE,3/22/2017,2:15:00 PM,Ann Crawford,,,,,,"FR:  Doug Drury, Director IT Strategy, Office of the Chief Information Officer
 
Subject:  Save the date – IT Forum 3/22/2017
 
Colleagues, 
 
We cordially invite you to join the Office of the Chief Information Officer for an IT Forum in Alumni Hall at the Mosher Alumni House from 2:30-3:30 p.m., March 22, 2017. 
 
Forum Agenda: 
The state of security on campus
Women in technology
UCSB Apple, Android, and Microsoft app store publishing licenses 
Identity and Employee ID changes
Questions and open discussion
 
We will send out Zoom video conferencing information prior to the event.
 
Please feel free to forward this message to any campus IT professionals who might have interest in attending. I look forward to seeing you there. 
 
 
",Mosher Alumni ,,Normal,FALSE,Normal,2
"testing Campus Data Link with Student portal   Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/914462472 ",3/13/2017,2:00:00 PM,3/13/2017,3:00:00 PM,FALSE,FALSE,3/13/2017,1:45:00 PM,Ann Crawford,Kerry Trimble;Pam Layton;Erik Williams;Cristina Carney,,,,,"            Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/914462472 
 
Below is the agenda 
Anyone who has time to test on Tuesday and wedensday, please attend. If you cannot attend and want to test, let me know and I will make time to review individually with you.
Thanks,
Ann
 

Agenda


Review data flow for J1 and F1 students

J1   xml created 11:50 once a day
F2 xml created 11:58 once a day
Started task  F1 every hour on the half hour 12:30pm to 12:30 am
Started task  J1 every hour on the hour 1:00pm to 1:o0 am
 
 

Review data flow log file

 

Errors and testing 

risk points for design how to test
 
 
 
 
",zoom ,,Normal,FALSE,Normal,2
Ann Crawford's Zoom Meeting,3/13/2017,2:00:00 PM,3/13/2017,3:00:00 PM,FALSE,FALSE,3/13/2017,1:45:00 PM,Ann Crawford,Pam Layton,,,,,"Hi there, 
Ann Crawford is inviting you to a scheduled Zoom meeting. 
Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/914462472 
Or an H.323/SIP room system: 
    H.323: 
        162.255.37.11 (US West) 
        162.255.36.11 (US East) 
        221.122.88.195 (China) 
        115.114.131.7 (India) 
        213.19.144.110 (EMEA) 
    Meeting ID: 914 462 472 
    SIP: 914462472@zoomcrc.com <mailto:914462472@zoomcrc.com>  
 
",https://ucsb.zoom.us/j/914462472,,Normal,FALSE,Normal,2
lunch,3/14/2017,1:00:00 PM,3/14/2017,2:00:00 PM,FALSE,FALSE,3/14/2017,12:45:00 PM,Ann Crawford,,,,,," 
",,,Normal,FALSE,Normal,2
ISSR Deploy: 20170316_SevisPortal (34861),3/16/2017,8:00:00 AM,3/16/2017,8:30:00 AM,FALSE,FALSE,3/16/2017,7:45:00 AM,Craig McComb,Ann Crawford;SIST-DB-Deploy,,,,,"Name:                         20170316_SevisPortal

CC:                           SIST-DB-Deploy@sa.ucsb.edu <mailto:SIST-DB-Deploy@sa.ucsb.edu> 

Time:                         03/16/2017 8:00 AM – 8:30 AM

Site Closure:                 No

Coordinate With Other Updates:  No  

Description:  Two scripts to update Sevis and ODS-Ext databases to support the Ellucian Student Portal. The ODS-EXT script updates code to support change in graduate student to allow a blank value for sex column. 

Bug Fixes/New Features:     

TFS Build Name:                

Staging Location:

\\sa9\deployment\SQLScripts\Sevis\5-Staging\20170316_SevisPortaXMLl.sql <file://sa9/deployment/SQLScripts/Sevis/5-Staging/20170316_SevisPortaXMLl.sql> 

\\sa9\deployment\SQLScripts\ODS_EXT\5-Staging\20170316_SevisStudent.sql <file://sa9/deployment/SQLScripts/ODS_EXT/5-Staging/20170316_SevisStudent.sql> 

 

",SIST-Operations-Planning,,Normal,FALSE,Normal,2
schedule deployment ,3/20/2017,9:00:00 AM,3/20/2017,9:30:00 AM,FALSE,FALSE,3/20/2017,8:45:00 AM,Ann Crawford,,,,,,"Curric cube and sevis migration tool
",desk ,,Normal,FALSE,Normal,2
Curriculum Scrum iii,3/20/2017,8:30:00 AM,3/20/2017,9:00:00 AM,FALSE,TRUE,3/20/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/460222577 <https://ucsb.zoom.us/j/460222577> 

 

Or iPhone one-tap (US Toll):  +16465588656,460222577# or +14086380968,460222577#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 460 222 577

    International numbers available: https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT <https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 460 222 577

 

    SIP: 460222577@zoomcrc.com <mailto:460222577@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/460222577,,Normal,FALSE,Normal,2
Curriculum Scrum iii,3/21/2017,8:30:00 AM,3/21/2017,9:00:00 AM,FALSE,TRUE,3/21/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/460222577 <https://ucsb.zoom.us/j/460222577> 

 

Or iPhone one-tap (US Toll):  +16465588656,460222577# or +14086380968,460222577#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 460 222 577

    International numbers available: https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT <https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 460 222 577

 

    SIP: 460222577@zoomcrc.com <mailto:460222577@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/460222577,,Normal,FALSE,Normal,2
Curriculum Scrum iii,3/23/2017,8:30:00 AM,3/23/2017,9:00:00 AM,FALSE,TRUE,3/23/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/460222577 <https://ucsb.zoom.us/j/460222577> 

 

Or iPhone one-tap (US Toll):  +16465588656,460222577# or +14086380968,460222577#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 460 222 577

    International numbers available: https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT <https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 460 222 577

 

    SIP: 460222577@zoomcrc.com <mailto:460222577@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/460222577,,Normal,FALSE,Normal,2
Curriculum Scrum iii,3/27/2017,8:30:00 AM,3/27/2017,9:00:00 AM,FALSE,TRUE,3/27/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/460222577 <https://ucsb.zoom.us/j/460222577> 

 

Or iPhone one-tap (US Toll):  +16465588656,460222577# or +14086380968,460222577#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 460 222 577

    International numbers available: https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT <https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 460 222 577

 

    SIP: 460222577@zoomcrc.com <mailto:460222577@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/460222577,,Normal,FALSE,Normal,2
Curriculum Scrum iii,3/28/2017,8:30:00 AM,3/28/2017,9:00:00 AM,FALSE,TRUE,3/28/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/460222577 <https://ucsb.zoom.us/j/460222577> 

 

Or iPhone one-tap (US Toll):  +16465588656,460222577# or +14086380968,460222577#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 460 222 577

    International numbers available: https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT <https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 460 222 577

 

    SIP: 460222577@zoomcrc.com <mailto:460222577@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/460222577,,Normal,FALSE,Normal,2
Curriculum Scrum iii,3/29/2017,8:30:00 AM,3/29/2017,9:00:00 AM,FALSE,TRUE,3/29/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/460222577 <https://ucsb.zoom.us/j/460222577> 

 

Or iPhone one-tap (US Toll):  +16465588656,460222577# or +14086380968,460222577#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 460 222 577

    International numbers available: https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT <https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 460 222 577

 

    SIP: 460222577@zoomcrc.com <mailto:460222577@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/460222577,,Normal,FALSE,Normal,2
Curriculum Scrum iii,3/30/2017,8:30:00 AM,3/30/2017,9:00:00 AM,FALSE,TRUE,3/30/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/460222577 <https://ucsb.zoom.us/j/460222577> 

 

Or iPhone one-tap (US Toll):  +16465588656,460222577# or +14086380968,460222577#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 460 222 577

    International numbers available: https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT <https://ucsb.zoom.us/zoomconference?m=9AAUMfw4b2189vRDDDrXqbqfdV4DzPXT> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 460 222 577

 

    SIP: 460222577@zoomcrc.com <mailto:460222577@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/460222577,,Normal,FALSE,Normal,2
Curriculum scrum iii,4/3/2017,8:30:00 AM,4/3/2017,9:00:00 AM,FALSE,TRUE,4/3/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/495881656 <https://ucsb.zoom.us/j/495881656> 

 

Or iPhone one-tap (US Toll):  +14086380968,495881656# or +16465588656,495881656#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 495 881 656

    International numbers available: https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6 <https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 495 881 656

 

    SIP: 495881656@zoomcrc.com <mailto:495881656@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/495881656,,Normal,FALSE,Normal,2
Curriculum scrum iii,4/4/2017,8:30:00 AM,4/4/2017,9:00:00 AM,FALSE,TRUE,4/4/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/495881656 <https://ucsb.zoom.us/j/495881656> 

 

Or iPhone one-tap (US Toll):  +14086380968,495881656# or +16465588656,495881656#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 495 881 656

    International numbers available: https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6 <https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 495 881 656

 

    SIP: 495881656@zoomcrc.com <mailto:495881656@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/495881656,,Normal,FALSE,Normal,2
Curriculum scrum iii,4/5/2017,8:00:00 AM,4/5/2017,8:30:00 AM,FALSE,FALSE,4/5/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/495881656 <https://ucsb.zoom.us/j/495881656> 

 

Or iPhone one-tap (US Toll):  +14086380968,495881656# or +16465588656,495881656#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 495 881 656

    International numbers available: https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6 <https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 495 881 656

 

    SIP: 495881656@zoomcrc.com <mailto:495881656@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/495881656,,Normal,FALSE,Normal,1
Curriculum scrum iii,4/6/2017,8:30:00 AM,4/6/2017,9:00:00 AM,FALSE,TRUE,4/6/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/495881656 <https://ucsb.zoom.us/j/495881656> 

 

Or iPhone one-tap (US Toll):  +14086380968,495881656# or +16465588656,495881656#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 495 881 656

    International numbers available: https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6 <https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 495 881 656

 

    SIP: 495881656@zoomcrc.com <mailto:495881656@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/495881656,,Normal,FALSE,Normal,2
Curriculum scrum iii,4/10/2017,8:00:00 AM,4/10/2017,8:30:00 AM,FALSE,FALSE,4/10/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/495881656 <https://ucsb.zoom.us/j/495881656> 

 

Or iPhone one-tap (US Toll):  +14086380968,495881656# or +16465588656,495881656#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 495 881 656

    International numbers available: https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6 <https://ucsb.zoom.us/zoomconference?m=iJGe19sUGMLTUti0xAzI2Odsi3jKbeZ6> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 495 881 656

 

    SIP: 495881656@zoomcrc.com <mailto:495881656@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/495881656,,Normal,FALSE,Normal,2
